"","CYA21V001","PERC_CYEA07V001","PERC_CYEA07V004","store_performance","TOT_NUM_LEADS","NUM_CONVERTED_TO_AGREEMENT","URBANICITY","NUM_EMP_PAY_TYPE_H","MARKETING_EXP_2012","AVG_PAY_RATE_PAY_TYPE_H","AVG_PAY_RATE_PAY_TYPE_S","FRONTAGE_ROAD","SQUARE_FEET","NUM_CUST_ACC_REPS","TOT_ATTRITION_2013","NUM_STORE_MANAGERS"
"747",66.03,0.8194454908,0.1254237927,"LOW",11492,375,"Emerging suburban",3,1337.67,10.44,38000,"Yes",2962,6,2,1
"748",46.47,0.8003217071,0.1132108223,"HIGH",9023,303,"Suburban",2,1275.01,10.635,46000,"Yes",4350,6,5,2
"749",58.01,0.7044290083,0.1490714676,"LOW",9342,395,"Urban",5,822.07,13.166,44000,"Yes",3937,4,1,2
"750",45.08,0.764881829,0.0876710715,"LOW",11626,372,"Urban",4,3811.4,11.25,42000,"No",4060,9,4,3
"751",112.98,0.3030654929,0.6633701692,"HIGH",9946,364,"Emerging suburban",4,552.39,11.2275,47000,"Yes",4500,5,0,1
"752",79.6,0.6238012709,0.2607005935,"HIGH",9458,254,"Suburban",4,948.14,14.625,50000,"No",4800,5,2,3
"753",62.04,0.2859236427,0.6529201817,"LOW",9987,259,"Urban",6,1016.72,14.218333333,50000,"No",6887,14,3,4
"754",81.38,0.0679298904,0.8818883516,"HIGH",10802,367,"Suburban",4,651.01,15.3125,50000,"Yes",4034,4,2,3
"755",51.88,0.085545162,0.8626335582,"HIGH",11969,358,"Suburban",4,401.96,14.4375,50000,"Yes",4456,6,3,2
"756",116.98,0.2747543462,0.6632851971,"LOW",9817,307,"Suburban",3,1231.19,11.646666667,41000,"Yes",2975,8,2,3
"757",84.83,0.4690353921,0.4712190608,"LOW",12016,420,"Suburban",4,1559.46,11.225,41000,"No",4800,9,4,2
"758",72.16,0.4141037439,0.5249285611,"HIGH",10773,322,"Suburban",5,612.82,11.926,41000,"Yes",4200,5,1,3
"759",80.7,0.7908199126,0.057054671,"LOW",12198,466,"Emerging suburban",5,410.28,11.192,54000,"Yes",3600,7,3,0
"760",80.4,0.7485810236,0.1552596727,"LOW",11857,446,"Emerging suburban",5,359.89,11.572,44000,"Yes",4200,6,1,2
"761",108.53,0.8667049149,0.0077452668,"LOW",9565,386,"Emerging suburban",4,622.48,10.2275,43000,"Yes",4000,4,2,1
"762",69.81,0.6879678687,0.0453939498,"LOW",13067,428,"Emerging suburban",4,876.41,10.47,45000,"Yes",3200,7,1,1
"763",64.67,0.3014626355,0.6134535083,"LOW",12714,476,"Urban",5,1115.33,13.9,53000,"Yes",4000,9,2,1
"764",78.71,0.0947867963,0.8617784026,"LOW",12250,318,"Suburban",5,768.23,13.7,50000,"Yes",3120,9,2,5
"765",85.82,0.1895943235,0.6341543453,"HIGH",9219,430,"Suburban",4,885,13.875,60000,"Yes",3900,5,2,4
"766",66.25,0.8362820244,0.0978974171,"LOW",12848,430,"Emerging suburban",3,615.6,11.589,44000,"Yes",5406,5,2,1
"767",76.02,0.5319568881,0.4163266211,"HIGH",10649,351,"Emerging suburban",4,501.58,11.525,44000,"No",4800,6,2,2
"768",68.6,0.9155672823,0.0528437408,"HIGH",10923,422,"Emerging suburban",3,399.69,11.516666667,50000,"No",8250,6,1,1
"769",94.61,0.5437485591,0.2748982623,"LOW",11507,324,"Suburban",4,655.52,14.75,50000,"No",4000,5,3,3
"770",81.04,0.332176825,0.6356135536,"HIGH",10963,415,"Emerging suburban",4,623.89,11.0775,43000,"Yes",4000,2,1,4
"771",76.55,0.5968232044,0.3326398481,"LOW",9546,440,"Suburban",3,681.8,10.69,44000,"No",4800,9,2,4
"772",55.38,0.4266578026,0.5203361745,"LOW",8877,308,"Suburban",3,361,10.5,60000,"Yes",4395,14,6,1
"773",70.16,0.2761086219,0.6186202763,"LOW",13394,435,"Suburban",4,733.79,14.2475,50000,"Yes",4000,4,3,0
"774",48.69,0.2033949116,0.680461271,"HIGH",11657,327,"Suburban",4,414.76,14.375,50000,"No",5000,5,1,2
"775",56.82,0.7754963201,0.1570288824,"LOW",10478,458,"Emerging suburban",3,647.67,11.933333333,42000,"Yes",7350,8,2,2
"776",120.19,0.5500593462,0.3538639207,"LOW",10241,476,"Emerging suburban",3,342.36,11.313333333,39000,"No",4056,5,1,1
"777",108.69,0.7827510086,0.1162746441,"LOW",9201,200,"Emerging suburban",4,783.63,15.0075,50000,"Yes",4340,3,1,1
"778",99.81,0.1702051782,0.0054206985,"LOW",19078,444,"Emerging suburban",3,1382.63,13.083333333,49000,"Yes",4032,11,3,1
"779",130.48,0.1789703078,0.0058195686,"HIGH",19041,508,"Emerging suburban",4,2745.23,13.235,62000,"No",4432,4,1,2
"780",46.23,0.1807957481,0.0205614573,"HIGH",17617,478,"Urban",2,1479.88,12.815,57000,"Yes",3026,11,4,2
"781",112.96,0.1800332081,0.0044492448,"HIGH",24104,756,"Emerging suburban",5,1357.54,12.514,62000,"Yes",4749,12,3,2
"782",209.25,0.4575006405,0.0055406098,"HIGH",22502,712,"Emerging suburban",6,1764.9,12.193333333,51000,"Yes",5564,12,3,1
"783",299.29,0.334525312,0.0028046557,"LOW",14705,367,"Rural",4,790.24,13.7025,48000,"Yes",3180,5,1,1
"784",40.34,0.3125795599,0.0110020004,"LOW",14438,512,"Suburban",3,1797.58,12.896666667,57000,"Yes",3762,10,2,1
"785",84.13,0.1942489443,0.0040217173,"LOW",17863,603,"Emerging suburban",5,946.69,12.632,50000,"No",4835,14,2,2
"786",83.18,0.2574438846,0.0489422396,"LOW",14026,416,"Emerging suburban",4,995.18,13.2025,47000,"Yes",2240,4,1,1
"787",17.62,0.1149915398,0.0118443316,"LOW",18467,526,"Emerging suburban",4,1815.5,11.725,61000,"Yes",4311,9,6,0
"788",22.43,0.0798898072,0.0137487146,"LOW",20982,503,"Suburban",6,2031.56,13.758333333,55000,"No",4880,10,1,1
"789",82.25,0.8900531848,0.0640749652,"HIGH",15011,625,"Emerging suburban",5,545.15,13.01,53000,"Yes",5350,3,0,0
"790",96.77,0.8918780361,0.0476610694,"LOW",14114,611,"Suburban",3,435.65,12.963333333,51000,"No",5000,8,3,1
"791",59.34,0.9203184848,0.0367946437,"LOW",10891,382,"Emerging suburban",4,523.74,11.0675,42000,"No",4800,5,1,3
"792",60.57,0.7762690403,0.0816702574,"HIGH",18175,635,"Suburban",4,705.23,11.9475,53000,"Yes",6208,10,3,0
"793",47.08,0.7674765532,0.1364497866,"LOW",9222,340,"Suburban",3,290.51,12.173333333,48000,"No",5160,6,2,3
"794",80.05,0.7600771356,0.0924480117,"LOW",12171,430,"Suburban",4,609.03,12.0575,47000,"Yes",4003,9,1,0
"795",85.93,0.8372011937,0.0686050291,"LOW",9501,332,"Suburban",3,836.28,11.74,45000,"Yes",5157,9,2,2
"796",74.32,0.9202394563,0.0381256352,"LOW",11184,391,"Emerging suburban",3,599.04,11.09,46000,"No",3900,8,5,1
"797",67.95,0.9089044218,0.0461176113,"HIGH",8302,481,"Emerging suburban",4,288.14,12.985,43000,"No",4000,3,1,1
"798",71.55,0.9334377938,0.0302099655,"LOW",10175,329,"Emerging suburban",3,681.31,14.493333333,46000,"Yes",5578,3,1,1
"799",103.23,0.8881429305,0.0210947245,"LOW",7958,279,"Emerging suburban",3,390.44,10.673333333,44000,"No",4500,9,3,1
"800",129.83,0.9436065136,0.0160170849,"LOW",11428,489,"Emerging suburban",4,975.2,12.9025,49000,"Yes",3808,4,1,1
"801",86.51,0.9030712263,0.0178610325,"LOW",10767,457,"Emerging suburban",4,481.08,12.5125,47000,"No",4370,2,0,1
"802",78.44,0.7845624055,0.1444789742,"HIGH",11727,383,"Emerging suburban",3,231.08,11.016666667,45000,"No",3960,8,2,2
"803",63.13,0.8343920496,0.1290242809,"HIGH",12009,345,"Emerging suburban",5,483.24,11.962,42000,"No",6500,6,1,1
"804",84.24,0.6637452569,0.0825478147,"LOW",9639,261,"Suburban",5,256.33,12.632,46000,"Yes",6208,11,3,0
"805",104.64,0.8118780464,0.0999797273,"HIGH",10259,339,"Suburban",4,775.17,11.2225,46000,"No",5037,4,0,2
"806",91.44,0.6975332864,0.1172562447,"LOW",15078,380,"Suburban",6,2735.43,12.605,51000,"No",3929,10,5,2
"807",109,0.7360498513,0.1786208842,"LOW",6566,363,"Emerging suburban",3,638.52,10.64,39000,"No",3360,6,4,3
"808",49.6,0.8232908986,0.0530804777,"HIGH",12348,241,"Urban",3,730.28,11.3,48000,"Yes",3200,6,7,2
"809",77.77,0.3652439024,0.5983197832,"HIGH",11386,432,"Suburban",4,930.23,11.3425,48000,"Yes",5000,4,2,1
"810",75.33,0.8773775799,0.0704746488,"HIGH",11748,449,"Emerging suburban",4,682.34,10.6675,48000,"No",5588,8,3,1
"811",93.96,0.8366048265,0.117724803,"LOW",13625,543,"Emerging suburban",4,335.51,10.775,42000,"Yes",6164,6,4,1
"812",13.99,0.6619823654,0.0584940068,"LOW",10970,594,"Superurban",4,541.11,12.4275,46000,"Yes",4058,3,0,1
"813",15.85,0.4180856872,0.3533037156,"LOW",14135,369,"Superurban",4,576.11,12.57,47000,"Unable to determine",3000,12,3,1
"814",13.81,0.3417192121,0.3009771046,"LOW",11537,265,"Superurban",3,972.65,13.006666667,43000,"No",2560,7,5,2
"815",127.94,0.7316599732,0.0234270415,"LOW",13078,395,"Emerging suburban",6,737.96,10.678333333,48000,"No",5000,16,3,2
"816",38.5,0.0813447609,0.838595697,"HIGH",9104,302,"Urban",4,726.21,13.5875,45000,"No",4200,5,1,2
"817",13.39,0.5651051273,0.0510497356,"LOW",11690,388,"Superurban",5,571.19,12.028,48000,"No",3550,16,2,1
"818",18.26,0.1044230823,0.8262439919,"HIGH",13379,396,"Urban",3,265.49,12.496666667,52000,"Yes",2400,8,6,1
"819",10.15,0.632654143,0.1322688109,"LOW",17346,411,"Superurban",3,547.02,13.203333333,43000,"No",2595,6,0,3
"820",10.06,0.0178213991,0.9532892634,"HIGH",13549,290,"Superurban",4,615.44,12.9425,43000,"No",3100,4,2,1
"821",25.72,0.4488066051,0.1569260214,"LOW",12051,526,"Superurban",4,357.42,12.3625,46000,"Yes",3000,5,2,1
"822",11.67,0.0072001646,0.9730508126,"HIGH",12304,313,"Superurban",4,1036.55,13.85,52000,"No",3800,4,2,1
"823",10.65,0.5242257694,0.1905161965,"LOW",8697,308,"Superurban",4,423.19,12.79,45000,"No",3125,5,1,2
"824",64.41,0.4253202041,0.4575913646,"LOW",8389,340,"Suburban",4,545.73,12.2025,45000,"Yes",4475,6,2,1
"825",17.39,0.3268344393,0.3742871075,"LOW",11530,308,"Superurban",4,1271.32,11.755,48000,"Yes",2977,14,4,4
"826",64.26,0.8912246866,0.0620145525,"HIGH",10378,650,"Emerging suburban",4,581.34,12.5875,48000,"Yes",8000,5,2,0
"827",75.54,0.7257424388,0.2120341225,"HIGH",11077,459,"Emerging suburban",5,592.45,11.008,48000,"No",4120,7,2,1
"828",113.69,0.7473547557,0.2026699447,"HIGH",10084,437,"Emerging suburban",4,598.36,11.3775,42000,"Yes",3700,10,4,2
"829",121.55,0.8036479928,0.0931101332,"LOW",9377,304,"Emerging suburban",3,1378.01,11.72,41000,"Yes",5284,11,3,3
"830",84.1,0.8649204149,0.0805410831,"HIGH",7564,245,"Emerging suburban",3,616.38,10.583333333,39000,"Yes",5200,8,1,3
"831",51.96,0.2243631767,0.6816014853,"HIGH",11086,295,"Urban",3,459.41,11.616666667,44000,"Yes",4200,5,1,1
"832",50.97,0.3287353204,0.5605263021,"HIGH",11525,337,"Suburban",4,801.76,12.8175,44000,"No",4000,7,3,2
"833",56.86,0.6752717391,0.0557623585,"HIGH",7487,294,"Suburban",3,231.22,11.766666667,44000,"Yes",4085,10,3,3
"834",44.04,0.8159560013,0.0716273051,"LOW",15602,549,"Suburban",4,689.03,11.5225,52000,"Yes",5000,7,0,1
"835",79.1,0.4462410864,0.5073600733,"LOW",9183,371,"Emerging suburban",4,743.63,10.7525,45000,"Yes",3300,7,1,1
"836",53.67,0.6829701547,0.0628500142,"HIGH",7588,282,"Suburban",2,291.14,11.725,43000,"Yes",5500,17,4,2
"837",120.73,0.7974960254,0.1400039746,"HIGH",9882,437,"Emerging suburban",4,651.59,10.7725,43000,"No",4400,7,2,0
"838",64.03,0.8040343581,0.1467604648,"LOW",9774,325,"Emerging suburban",4,668.9,11.5525,40000,"Yes",5785,3,2,2
"839",50.99,0.6957488174,0.0437847114,"HIGH",7199,239,"Suburban",4,772.43,11.625,0,"Yes",4850,13,4,2
"840",128.21,0.8798335019,0.08114837,"HIGH",8564,173,"Emerging suburban",2,382.49,13.13,41000,"No",5000,3,1,3
"841",82.93,0.6832537588,0.1638089025,"LOW",8893,268,"Suburban",4,807.18,11.5825,45000,"No",3500,11,5,3
"842",69.68,0.8768678161,0.0463362069,"HIGH",10222,362,"Emerging suburban",4,95.04,10.845,42000,"Yes",4367,10,2,2
"843",143.03,0.8574017214,0.1029848492,"HIGH",8250,376,"Emerging suburban",3,453.26,10.89,41000,"Yes",6270,5,2,1
"844",81.46,0.8631023165,0.075916853,"LOW",10631,393,"Emerging suburban",4,396.11,12.7875,50000,"Yes",6800,3,0,0
"845",105.87,0.9490406826,0.0219205204,"HIGH",8803,348,"Emerging suburban",3,474.88,11.423333333,40000,"Yes",4160,4,0,2
"846",42.36,0.6433010369,0.1290542114,"LOW",11288,357,"Urban",4,966.39,11.83,45000,"Yes",8500,9,3,2
"847",56.7,0.7751119251,0.0180993081,"HIGH",7649,239,"Urban",4,684.4,11.725,45000,"Yes",3000,11,5,3
"848",95.83,0.9371539189,0.0189078468,"LOW",11724,506,"Emerging suburban",4,833.75,13.08,60000,"Yes",4452,8,0,2
"849",116.59,0.9808905875,0.0039107635,"HIGH",13010,538,"Emerging suburban",4,420.64,10.4475,47000,"Yes",4200,8,2,1
"850",51.94,0.9536026074,0.016575486,"LOW",10288,359,"Emerging suburban",4,361.8,13.6325,51000,"Yes",7817,4,1,0
"851",80.11,0.6629943593,0.2642368056,"LOW",7869,295,"Suburban",4,869.17,11.83,42000,"Yes",5057,5,2,1
"852",60.54,0.6622677971,0.2452950086,"LOW",8911,222,"Suburban",4,347.65,11.49,44000,"Yes",5184,6,0,2
"853",68.49,0.9171306576,0.0112382579,"HIGH",15453,535,"Emerging suburban",5,1208.14,12.324,50000,"Yes",4200,9,1,1
"854",94.31,0.8647360977,0.0915655475,"HIGH",10418,395,"Emerging suburban",5,1250.36,10.704,45000,"Yes",6350,11,2,2
"855",120.79,0.8531655474,0.0181913021,"LOW",7048,261,"Emerging suburban",4,871.58,11.51,45000,"Yes",4950,7,0,1
"856",91.32,0.8798044607,0.0214787657,"HIGH",10354,339,"Emerging suburban",3,759.52,12.71,44000,"Yes",4300,3,1,2
"857",47.35,0.7479176168,0.145358746,"HIGH",11556,614,"Suburban",5,792.77,12.042,50000,"Yes",4176,9,2,1
"858",64.13,0.6687578096,0.2380553659,"LOW",9748,407,"Suburban",4,283.23,11.265,44000,"Unable to determine",4240,8,3,1
"859",62.73,0.686063172,0.175213951,"HIGH",10072,321,"Suburban",4,360.69,11.1125,42000,"No",7178,8,4,4
"860",63.24,0.6369782918,0.1951821062,"HIGH",11680,541,"Suburban",4,429.17,10.7725,45000,"No",5000,4,2,2
"861",58.13,0.6361398326,0.2213365252,"LOW",9875,376,"Suburban",2,375.53,12.695,40000,"Yes",5000,5,3,4
"862",46.27,0.7721682848,0.0351132686,"LOW",10643,323,"Suburban",5,525.99,11.6,47000,"Yes",5904,12,2,3
"863",85.15,0.4219819968,0.469193144,"LOW",14752,353,"Suburban",4,1081.4,12.5525,46000,"No",3950,5,0,0
"864",62.53,0.7468434531,0.2016235082,"LOW",8385,264,"Suburban",3,323.55,11.746666667,39000,"No",4000,2,0,1
"865",92.63,0.760537229,0.1805704377,"LOW",9433,352,"Suburban",3,921.11,12.15,44000,"Yes",6000,7,4,2
"866",94.21,0.926706155,0.0204996137,"LOW",8164,313,"Emerging suburban",4,888.86,11.3975,41000,"Yes",4180,3,0,1
"867",166.12,0.9534793241,0.0221765229,"LOW",9060,285,"Emerging suburban",3,210.08,11.166666667,39000,"No",3750,9,5,2
"868",64.77,0.760063027,0.039672941,"LOW",11716,460,"Urban",4,181.21,12.2975,46000,"No",7800,10,2,1
"869",59.36,0.5155747484,0.1846988796,"LOW",10945,275,"Suburban",6,584.8,11.588333333,46000,"No",4000,16,3,1
"870",72.61,0.7339392926,0.1134952367,"LOW",15313,487,"Emerging suburban",5,1204.76,11.372,42000,"No",3455,5,1,0
"871",59.46,0.5762952634,0.2673754848,"HIGH",8098,308,"Suburban",4,716.88,11.985,40000,"Yes",6198,6,0,2
"872",91.68,0.7998331116,0.1028814509,"HIGH",10923,513,"Suburban",5,794.29,12.482,43000,"Yes",3500,11,3,0
"873",46.85,0.2600514482,0.6315143864,"LOW",11674,583,"Suburban",4,513.27,12.23,44000,"No",5200,2,1,1
"874",69.55,0.5347016961,0.3823529412,"HIGH",11139,368,"Suburban",3,294.66,11.273333333,43000,"Yes",3000,6,3,3
"875",49.19,0.545108196,0.3045411661,"HIGH",11420,366,"Suburban",4,451.37,10.835,50000,"Yes",5240,8,4,2
"876",103.94,0.9675403142,0.0050835451,"HIGH",10516,546,"Emerging suburban",4,594.43,11.1875,47000,"No",4200,9,5,1
"877",52.91,0.5061327595,0.3685830566,"LOW",12998,322,"Suburban",4,1398.36,10.625,41000,"No",4000,7,3,1
"878",63.91,0.8246108365,0.0717931544,"HIGH",17022,590,"Suburban",5,486.98,11.778,53000,"Yes",4635,9,0,1
"879",56.15,0.4098112646,0.4409550854,"HIGH",14685,357,"Suburban",5,671.35,11.596,46000,"No",7298,16,1,1
"880",69.28,0.6444120151,0.216562018,"LOW",11196,382,"Suburban",5,576.83,10.904,45000,"Yes",3500,8,2,2
"881",45.87,0.4078500379,0.4809573853,"LOW",10923,354,"Suburban",4,425.36,11.115,43000,"Yes",3625,16,6,2
"882",44.72,0.4109949442,0.4348038138,"HIGH",12145,408,"Suburban",4,970.8,11.67,48000,"No",4800,19,8,1
"883",52.13,0.4781741635,0.4568439712,"LOW",11076,261,"Suburban",3,343.14,11.903333333,41000,"No",7500,5,0,2
"884",104.5,0.8231513505,0.0827720757,"LOW",14755,466,"Suburban",3,576.18,11.9,45000,"No",4500,5,3,0
"885",50.16,0.4898851337,0.4011376084,"HIGH",13324,501,"Suburban",4,476.29,11.31,52000,"No",5100,9,3,1
"886",83.35,0.8605123774,0.0870337478,"LOW",13792,496,"Emerging suburban",4,425.83,11.47,44000,"No",4400,11,2,2
"887",73.75,0.8087668041,0.0484769311,"LOW",13329,442,"Suburban",4,231.4,10.385,41000,"No",4589,9,5,2
"888",103.25,0.8373910665,0.0203993904,"LOW",12438,487,"Emerging suburban",4,509.73,11.27,44000,"Yes",4836,4,0,0
"889",126.8,0.8344271018,0.1040484214,"HIGH",10690,365,"Emerging suburban",3,510.34,11.826666667,40000,"No",3800,6,2,1
"890",92.54,0.5523542843,0.3707612083,"LOW",9771,273,"Suburban",5,272.89,10.906,45000,"No",4000,13,7,2
"891",55.5,0.7690031383,0.139401774,"LOW",13937,526,"Suburban",4,527.92,11.535,50000,"Yes",5250,8,1,1
"892",78.12,0.8551043365,0.0970436937,"LOW",16188,606,"Emerging suburban",4,296.48,12.355,50000,"No",4179,5,0,1
"893",86.11,0.8575775602,0.0755010524,"LOW",16611,569,"Emerging suburban",4,652.65,11.855,42000,"No",4400,7,1,2
"894",43.54,0.5138923606,0.3227065587,"LOW",18641,784,"Emerging suburban",5,703.74,11.468,53000,"No",3574,6,2,1
"895",68.38,0.8742990565,0.0764578668,"HIGH",11289,375,"Emerging suburban",4,840.22,11.21,44000,"No",3600,4,0,1
"896",102.28,0.9018227244,0.0120947135,"HIGH",11874,398,"Emerging suburban",4,615.66,10.0625,52000,"Yes",4500,17,4,1
"897",123.11,0.9036999812,0.0431559771,"LOW",11110,491,"Emerging suburban",3,923.01,10.7,50000,"Yes",3850,8,2,2
"898",115.84,0.795855396,0.0308940612,"LOW",7632,311,"Emerging suburban",3,1175.73,11.743333333,39000,"Yes",6850,9,7,4
"899",176.77,0.7503731343,0.0271144279,"HIGH",11606,356,"Emerging suburban",5,712.75,12.24,45000,"Yes",3150,10,1,2
"900",76.8,0.8821049008,0.0401875995,"LOW",11601,580,"Emerging suburban",6,2087.25,12.421666667,46000,"Yes",6923,17,5,1
"901",168.52,0.6584372179,0.187455783,"HIGH",11828,315,"Emerging suburban",4,1463.13,10.5525,43000,"No",4520,12,3,2
"902",68.1,0.4371987238,0.3384464731,"HIGH",9085,292,"Suburban",2,874.36,11,46000,"No",4800,6,1,4
"903",67.65,0.4870242308,0.3082350158,"LOW",8167,268,"Emerging suburban",3,858.82,11.283333333,45000,"Yes",5200,16,6,5
"904",65.39,0.4267938947,0.3487567265,"LOW",9281,392,"Suburban",3,791.4,11.993333333,50000,"No",6000,7,1,2
"905",78.84,0.8173337999,0.047208177,"HIGH",7700,307,"Emerging suburban",3,1006.96,10.7,41000,"Yes",5630,7,1,2
"906",62.22,0.7674673192,0.1453624402,"HIGH",8971,377,"Emerging suburban",4,1136.76,10.7725,49000,"Yes",4000,13,9,4
"907",101.11,0.6901143368,0.0372653272,"LOW",12546,298,"Emerging suburban",3,768.15,10.083333333,47000,"No",5000,10,4,4
"908",95.17,0.8401116123,0.0524233621,"LOW",12106,549,"Emerging suburban",5,699.57,10.686,49000,"Yes",4540,11,1,2
"909",124.81,0.8951772825,0.0206234632,"LOW",8438,462,"Emerging suburban",5,641.49,10.842,40000,"No",7500,7,3,1
"910",101.76,0.8319011844,0.0542575327,"LOW",9204,287,"Suburban",4,1167.39,10.9825,60000,"No",4724,6,1,2
"911",76.89,0.8071877207,0.0667484298,"HIGH",13687,496,"Suburban",5,816.07,11.512,47000,"No",6020,18,1,1
"912",70.78,0.74802679,0.1223741804,"LOW",12576,478,"Suburban",4,314.59,11.1425,48000,"No",6000,14,0,1
"913",66.3,0.745316617,0.1210296204,"HIGH",12619,582,"Suburban",4,1547.92,12.135,51000,"No",6000,3,0,0
"914",45.48,0.7136366535,0.0923511032,"LOW",14548,598,"Suburban",4,1582.92,10.495,50000,"Yes",6080,8,1,1
"915",48.57,0.6083391424,0.1889817536,"HIGH",17157,517,"Suburban",5,925.05,10.89,57000,"Yes",6100,12,2,1
"916",49.95,0.7777873453,0.0586471698,"HIGH",13410,454,"Suburban",4,1813.75,10.705,50000,"Yes",5280,19,4,4
"917",58.45,0.6394453306,0.1661404251,"LOW",14269,443,"Suburban",3,1058.03,10.773333333,47000,"No",4500,10,1,3
"918",90.11,0.7103686177,0.1033544878,"LOW",12620,652,"Suburban",3,528.98,10.486666667,48000,"Yes",3125,11,3,0
"919",71.96,0.7907642438,0.1162638713,"LOW",15269,500,"Emerging suburban",5,1434.13,10.33,43000,"Yes",5000,9,0,1
"920",88.87,0.8141476994,0.1023825119,"HIGH",11548,624,"Emerging suburban",4,1073.41,10.3075,43000,"Yes",3840,9,1,1
"921",44.13,0.7179023508,0.230035787,"LOW",10292,295,"Suburban",4,520.13,12.6525,43000,"No",4000,4,1,1
"922",81.9,0.8675750761,0.0836530405,"LOW",19074,591,"Emerging suburban",5,828.67,10.718,43000,"Yes",3000,6,3,4
"923",67.46,0.7820253165,0.1319831224,"LOW",13721,446,"Emerging suburban",4,1331.34,10.815,46000,"Yes",4213,6,1,1
"924",78.61,0.9046674621,0.0328468595,"HIGH",11067,386,"Suburban",4,448.2,11.1625,41000,"No",3185,9,1,2
"925",83.1,0.8454318371,0.114525774,"LOW",11603,456,"Emerging suburban",4,1309.46,11.5125,44000,"No",4500,12,3,3
"926",83.54,0.8752281757,0.0652045528,"HIGH",11274,344,"Emerging suburban",4,562.77,11.4425,40000,"Yes",4300,6,2,2
"927",100.61,0.8952652286,0.0582915027,"LOW",13300,589,"Emerging suburban",5,1489.22,10.44,52000,"Yes",5160,13,5,6
"928",59.19,0.7628318015,0.1502746082,"HIGH",11141,343,"Suburban",4,695.8,11.675,42000,"Yes",3000,9,3,2
"929",73.7,0.685571946,0.2139021107,"LOW",16145,501,"Suburban",4,1672.05,10.3525,43000,"No",4937,12,1,4
"930",71.62,0.734180402,0.1580032257,"HIGH",14470,552,"Suburban",4,733.74,11.5025,45000,"No",4800,4,2,2
"931",53.24,0.4542500899,0.4963433641,"HIGH",11289,246,"Suburban",4,773.9,11.14,41000,"No",3000,7,1,1
"932",46.1,0.6950122649,0.2158721406,"HIGH",11160,348,"Suburban",5,902.68,11.108,48000,"No",7010,12,3,3
"933",55.17,0.5196217022,0.4188993664,"LOW",13077,252,"Suburban",4,1623.51,11.0375,43000,"Yes",4334,13,8,2
"934",57.41,0.7972517973,0.1322959323,"HIGH",11869,379,"Suburban",4,1514.88,11.7125,44000,"Yes",5000,14,5,3
"935",63.61,0.9049835346,0.0405927552,"HIGH",11548,479,"Emerging suburban",4,988.19,11.58,43000,"Yes",3200,4,0,2
"936",119.41,0.6700224542,0.2068004047,"LOW",15730,612,"Emerging suburban",4,1424.98,14.1575,45000,"No",4105,7,2,0
"937",110.33,0.8476866252,0.1051710731,"LOW",13864,496,"Emerging suburban",4,2967.99,10.625,42000,"No",4171,14,4,3
"938",102.02,0.9475659894,0.0180539832,"HIGH",15988,487,"Emerging suburban",4,229.77,11.2775,46000,"Yes",7125,6,4,1
"939",74.39,0.7016239725,0.2032047624,"LOW",9319,422,"Emerging suburban",2,319.73,12.88,46000,"No",7500,4,3,1
"940",138.81,0.4628662109,0.491796875,"LOW",10301,339,"Emerging suburban",5,661.29,11.812,45000,"No",4640,6,0,1
"941",34.79,0.4466313476,0.4468339428,"LOW",12711,269,"Urban",4,267.65,11.6025,48000,"No",6000,8,2,1
"942",59.06,0.3750827615,0.5844017094,"HIGH",16122,646,"Suburban",5,956.62,10.764,51000,"No",6600,13,6,2
"943",37.37,0.884597173,0.0285503841,"LOW",8450,298,"Suburban",4,558.85,13.1075,46000,"No",2846,6,2,2
"944",10.54,0.6614138063,0.0498459688,"LOW",10880,451,"Superurban",3,898.82,13.153333333,53000,"Yes",3760,6,2,1
"945",13.59,0.6714615454,0.1056737555,"LOW",9820,262,"Superurban",3,436.13,13.39,43000,"Yes",3715,9,0,1
"946",12.38,0.5039678305,0.2409551761,"HIGH",15712,549,"Superurban",5,463.7,12.666,56000,"Yes",4700,7,1,2
"947",68.12,0.6067701488,0.2264199197,"LOW",7898,311,"Suburban",4,980.42,12.26,46000,"Yes",3550,12,2,2
"948",16.96,0.640133284,0.0854054054,"HIGH",10508,351,"Superurban",3,742.07,13.29,53000,"No",4600,17,7,2
"949",13.11,0.379047248,0.3477989871,"LOW",9096,285,"Superurban",3,335.29,13.01,44000,"Yes",3200,4,2,1
"950",52.36,0.8866863086,0.0330518864,"HIGH",11308,409,"Suburban",4,1114.39,13.445,45000,"No",4500,3,0,1
"951",83.93,0.8232694954,0.0463193243,"LOW",6420,363,"Emerging suburban",3,1571.27,11.743333333,43000,"Yes",3000,6,2,2
"952",65.1,0.7806079131,0.042426558,"LOW",10492,359,"Suburban",4,1048.89,12.2575,50000,"No",5000,6,3,1
"953",95.33,0.9277963272,0.0149554814,"HIGH",10216,372,"Emerging suburban",4,968.99,11.005,48000,"No",5570,5,2,2
"954",66.04,0.8816377953,0.0270131234,"HIGH",12091,537,"Emerging suburban",5,681.73,13.116,54000,"No",4800,6,0,1
